id,from,to,subject,body,url,url_obfuscated,label
b91d571a,aaqeldwlopc@secure-alert-info.xyz,student@jru.edu,Urgent: Update Billing Information,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://login-security-check.net/login/confirm/verify,https:[slash][slash]login-security-check[dot]net[slash]login[slash]confirm[slash]verify,1
30f5661f,bbpbcr@yahoo.com,support@jru.edu,Remittance Report from Finance Office,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://students.jru.edu/session/update/update/verify,https:[slash][slash]students[dot]jru[dot]edu[slash]session[slash]update[slash]update[slash]verify,0
b74b2b49,ufkus@jru.edu,support@jru.edu,Account Suspended: Action Required,Your payment could not be processed. Click the link to update your billing info.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
0efe6331,miyfocsvxg@jru.edu,faculty@jru.edu,Verify your account immediately,"May issue po sa account mo, pakiverify agad bago ma-suspend.",https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
24b2cead,beolgg@jru.edu,support@jru.edu,Verify your account immediately,We have detected suspicious login attempts. Confirm your identity immediately.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
d810d266,jkezwcweu@outlook.com,support@jru.edu,Account Suspended: Action Required,Salamat po sa paggamit ng JRU portal. Ingat lagi!,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
9105a1c1,xphtyph@microsoft.com,student@jru.edu,Remittance Report from Finance Office,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://outlook.com/login/session,https:[slash][slash]outlook[dot]com[slash]login[slash]session,0
5d77f526,ywbjwtsoxu@gmail.com,support@jru.edu,Welcome to Jose Rizal University,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://jru.edu/confirm/update/update/session,https:[slash][slash]jru[dot]edu[slash]confirm[slash]update[slash]update[slash]session,0
6e91e4a3,aaueflnvh@outlook.com,student@jru.edu,Welcome to Jose Rizal University,Your account has been successfully updated. No further action is required.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
9cb93fc4,ekblbeqdx@gmail.com,support@jru.edu,Invoice and Payment Received,Please see the attached course schedule and classroom assignment.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
4481bbee,zbtkzpuyhrl@google.com,student@jru.edu,Security Alert: Password Reset Needed,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://account-verify.net/login/login/session,https:[slash][slash]account-verify[dot]net[slash]login[slash]login[slash]session,1
f2fe0129,egpbdney@outlook.com,faculty@jru.edu,Your JRU Portal Access Details,Please be informed that your class schedule has been updated. Kindly check the official JRU portal for the latest details.,https://jru.edu/confirm/verify,https:[slash][slash]jru[dot]edu[slash]confirm[slash]verify,0
11497049,kywmuzy@microsoft.com,admin@jru.edu,Security Alert: Password Reset Needed,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://verify-portal-access.net/confirm/verify,https:[slash][slash]verify-portal-access[dot]net[slash]confirm[slash]verify,1
57cc7e40,jdhgyuri@notify-center.co,support@jru.edu,Account Suspended: Action Required,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://support-jru-secure.com/update/update/login,https:[slash][slash]support-jru-secure[dot]com[slash]update[slash]update[slash]login,1
9eecac36,axpmcmogfpw@yahoo.com,student@jru.edu,Meeting Schedule Confirmation,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://outlook.com/update/session,https:[slash][slash]outlook[dot]com[slash]update[slash]session,0
adf3aa7f,aujbtob@students.jru.edu,faculty@jru.edu,Invoice and Payment Received,Please see the attached course schedule and classroom assignment.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
7e3df5fa,uewqnmfgpk@gmail.com,admin@jru.edu,Meeting Schedule Confirmation,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://google.com/verify/update,https:[slash][slash]google[dot]com[slash]verify[slash]update,0
735c59a0,jmdgzqh@notify-center.co,support@jru.edu,Urgent: Update Billing Information,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://secure-jru-login.com/verify/confirm,https:[slash][slash]secure-jru-login[dot]com[slash]verify[slash]confirm,1
cb9c68c3,xvizluxep@jru.edu,student@jru.edu,Classroom Schedule Adjustment Notice,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://google.com/login/update,https:[slash][slash]google[dot]com[slash]login[slash]update,0
9a4d2a66,txuzbhrbpy@outlook.com,faculty@jru.edu,Meeting Schedule Confirmation,Your registration is now confirmed. You can access your portal anytime.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
86d1c5d0,lptefyajt@outlook.com,student@jru.edu,Meeting Schedule Confirmation,Your registration is now confirmed. You can access your portal anytime.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
16ecfe92,zrmyfz@gmail.com,faculty@jru.edu,Payment Confirmation Failed,Please reset your password now to secure your data.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
f7b68487,efssvqfidfh@portal-support-help.biz,support@jru.edu,YOUR MAILBOX STORAGE IS FULL!!!!,"Your mailbox has exceeded the storage limit. Log in through the link below to
increase your storage and avoid losing important messages. Your mailbox has
exceeded the storage limit. Log in through the link below to increase your
storage and avoid losing important messages. Your mailbox has exceeded the
storage limit. Log in through the link below to increase your storage and avoid
losing important messages. Your mailbox has exceeded the storage limit. Log in
through the link below to increase your storage and avoid losing important
messages. Your mailbox has exceeded the storage limit. Log in through the link
below to increase your storage and avoid losing important messages. Your mailbox
has exceeded the storage limit. Log in through the link below to increase your
storage and avoid losing important messages. Your mailbox has exceeded the
storage limit. Log in through the link below to increase your storage and avoid
losing important messages. Your mailbox has exceeded the storage limit. Log in
through the link below to increase your storage and avoid losing important
messages. Your mailbox has exceeded the storage limit. Log in through the link
below to increase your storage and avoid losing important messages. Your mailbox
has exceeded the storage limit. Log in through the link below to increase your
storage and avoid losing important messages.",https://login-security-check.net/login/confirm/login/confirm/session?token=3e070b53fd4e4430c64e27431e7dd0e97251a5da5d06b0abd4567967782ce13f09710e2d27988f9c,https:[slash][slash]login-security-check[dot]net[slash]login[slash]confirm[slash]login[slash]confirm[slash]session?token=3e070b53fd4e4430c64e27431e7dd0e97251a5da5d06b0abd4567967782ce13f09710e2d27988f9c,1
444f099d,uswgvizg@jru.edu,admin@jru.edu,Security Alert: Password Reset Needed,"May issue po sa account mo, pakiverify agad bago ma-suspend.",https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
0e4d91fc,tfhmgakgw@jru.edu,admin@jru.edu,Invoice and Payment Received,Thank you for attending today’s meeting. Please review the minutes attached.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
d947080e,ttmuknor@outlook.com,faculty@jru.edu,Account Suspended: Action Required,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://account-verify.net/login/session,https:[slash][slash]account-verify[dot]net[slash]login[slash]session,1
07bf6d6c,kaadwwnte@yahoo.com,support@jru.edu,Invoice and Payment Received,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://yahoo.com/confirm/verify/confirm/login,https:[slash][slash]yahoo[dot]com[slash]confirm[slash]verify[slash]confirm[slash]login,0
cd89374f,wlskxb@outlook.com,support@jru.edu,Your JRU Portal Access Details,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://google.com/confirm/verify,https:[slash][slash]google[dot]com[slash]confirm[slash]verify,0
dc18813f,eqwgcq@jru.edu,student@jru.edu,Your JRU Portal Access Details,Your registration is now confirmed. You can access your portal anytime.,https://jru.edu/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru[dot]edu[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
c7a2d4b5,kdknku@yahoo.com,student@jru.edu,Payment Confirmation Failed,Our system flagged your account for review. Login to verify ownership.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
